Acc #,Games Attended,Seat Qty, Net Revenue , Most Common Section ,Region,Gender,Age
15466359,1,2, $30.48 , Family Zone ,North York (Downsview Northeast),M,43
16615754,1,2, $132.38 , Club Gold ,Downtown Toronto (CN Tower),M,48
13041159,1,1, $15.24 , Family Zone ,Downtown Toronto (Central Bay St.),M,38
1538212,1,2, $69.52 , Attacking Ends ,Downtown Toronto (U of T),M,35
2502263,1,3, $100.00 , Defensive Ends ,Downtown Toronto (Christie),M,24
11884472,1,3, $45.71 , Family Zone ,West Toronto (Runnymede),M,34
4119210,1,4, $60.95 , Family Zone ,Etobicoke (Rexdale),M,36
10446693,1,2, $53.33 , Defensive Corner - Upper ,Keswick,M,44
270983,1,3, $80.00 , Defensive Corner - Upper ,Downtown Toronto (Chinatown),M,36
8550513,1,4, $60.95 , Family Zone ,Scarborough (Malvern),M,21
6288077,1,5, $117.86 , Defensive Corner - Upper ,Scarborough (Birch Cliff),M,20
17912940,1,4, $106.67 , Defensive Corner - Upper ,Hamilton (Crerar / Bruleville / Hill Park / Inch Park / Centremount / Balfour / Greeningdon / Jerome),M,36
16617976,1,3, $70.71 , Defensive Corner - Upper ,West Toronto (Runnymede),M,28
5335123,1,5, $277.38 , Blue Line ,Scarborough (Wexford),M,30
16466593,1,2, $53.33 , Defensive Corner - Upper ,Vaughan (Maple),M,34
8162279,1,6, $175.71 , Defensive Ends ,Scarborough (Malvern),M,45
12502187,1,4, $60.95 , Family Zone ,Scarborough (Wexford),M,31
13689358,1,3, $45.71 , Family Zone ,North York (Lawrence),M,32
7240618,1,11, $167.62 , Family Zone ,Scarborough (Malvern),M,39
17046427,1,2, $30.48 , Family Zone ,West Toronto (Parkdale),M,38
7129203,1,1, $15.24 , Family Zone ,Downtown Toronto (Rosedale),M,34
12053933,1,2, $30.48 , Family Zone ,North York (Downsview Central),M,24
13203633,1,2, $30.48 , Family Zone ,East York (Woodbine Heights),M,44
15054696,1,1, $15.24 , Family Zone ,Downtown Toronto (Central Bay St.),M,29
12392755,1,2, $30.48 , Family Zone ,Bowmanville (East),M,41
1631882,1,2, $154.29 , Club Platinum ,Scarborough (Woburn),M,39
10346353,1,2, $47.62 , Family Zone ,Mississauga (West Cooksville / Fairview / City Centre / East Creditview),M,28
7200441,1,2, $30.48 , Family Zone ,Stouffville,M,43
9575476,1,4, $60.95 , Family Zone ,Etobicoke (South Steeles),M,16
17350051,1,4, $60.95 , Family Zone ,North York (Fairview),M,20
17555666,1,9, $137.14 , Family Zone ,Mississauga (Courtney Park / Northeast Gateway),M,14
3454779,1,2, $30.48 , Family Zone ,North York (Willowdale South),M,43
9250179,1,1, $23.81 , Family Zone ,Ajax (East),M,48
14690762,1,3, $45.71 , Family Zone ,East Toronto (Studio District),M,46
14037198,1,2, $47.62 , Family Zone ,Courtice (Bowmanville),M,35
14677075,1,2, $30.48 , Family Zone ,West Toronto (Parkdale),M,30
14038285,1,1, $33.33 , Defensive Ends ,Mississauga (Mississauga Valley / East Cooksville),M,30
17827262,1,2, $47.62 , Family Zone ,Hamilton (Barnstown / West Chappel / Allison / Ryckmans / Mewburn / Sheldon / Falkirk / Carpenter / Kennedy),M,31
7688631,1,3, $71.43 , Family Zone ,Midland,M,51
15556546,1,2, $47.62 , Family Zone ,Keswick,M,33
16355414,1,2, $128.10 , Club Glass ,Downtown Toronto (U of T),M,33
8923699,1,2, $142.86 , Club Gold ,Bowmanville (East),M,29
16495647,1,1, $29.29 , Defensive Ends ,Scarborough (Woburn),M,28
3364654,1,5, $133.33 , Defensive Corner - Upper ,Bradford,M,37
13932670,1,2, $42.34 , Defensive Corner - Upper ,Downtown Toronto (Christie),M,48
8116817,1,4, $106.67 , Defensive Corner - Upper ,Bradford,M,33
14690973,1,3, $80.00 , Defensive Corner - Upper ,Midland,M,52
8836445,1,1, $23.57 , Defensive Corner - Upper ,North York (Hillcrest Village),M,39
13428119,1,5, $133.33 , Defensive Corner - Upper ,Hamilton (Crerar / Bruleville / Hill Park / Inch Park / Centremount / Balfour / Greeningdon / Jerome),M,21
10192365,1,2, $53.33 , Defensive Corner - Upper ,Courtice (Bowmanville),M,38
16187066,1,2, $58.57 , Defensive Ends ,Downtown Toronto (Rosedale),M,15
16202362,1,2, $30.48 , Family Zone ,York (Caledonia-Fairbanks),M,58
7986183,1,2, $30.48 , Family Zone ,Scarborough (Tam O'Shanter),M,36
17255312,1,2, $30.48 , Family Zone ,Downtown Toronto (Garden District),M,25
9939823,1,2, $85.71 , Attacking Corner ,Niagara Falls (Central),M,44
6956917,1,2, $30.48 , Family Zone ,Downtown Toronto (U of T),M,47
3422665,1,3, $70.71 , Defensive Corner - Upper ,Scarborough (Birch Cliff),M,29
16718828,1,1, $15.24 , Family Zone ,East York (Woodbine Heights),M,35
10150398,1,8, $234.29 , Defensive Ends ,Downtown Toronto (Cabbagetown),M,52
11378877,1,3, $198.57 , Club Gold ,Scarborough (Malvern),M,35
12344673,1,4, $144.76 , Attacking Corner - Upper ,Welland (East),M,39
16845101,1,2, $64.29 , Attacking Corner - Upper ,Etobicoke (Eringate),M,22
14197295,1,3, $198.57 , Club Gold ,Scarborough (Golden Mile),M,31
13405860,1,2, $154.29 , Club Platinum ,Richmond Hill (Oak Ridges / Lake Wilcox / Temperanceville),M,24
13144618,1,2, $154.29 , Club Rinkside ,North York (Hillcrest Village),M,41
16280410,1,2, $53.33 , Defensive Corner - Upper ,Mississauga (Malton),M,29
13493365,1,1, $77.14 , Club Platinum ,West Toronto (High Park),M,25
1264077,1,3, $87.86 , Defensive Ends ,North York (Hillcrest Village),M,30
17785124,1,2, $117.14 , Blue Line ,Newmarket (Southwest),M,16
14843176,1,5, $292.86 , Blue Line ,Bolton,M,18
8324905,1,2, $154.29 , Club Platinum ,Niagara Falls (Central),M,47
8475025,1,2, $132.38 , Club Gold ,Scarborough (Kennedy Park),M,43
444018,1,2, $110.95 , Blue Line ,York (Caledonia-Fairbanks),M,22
8720676,1,2, $58.57 , Defensive Ends ,Scarborough (Cedarbrae),M,29
356634,1,2, $109.12 , Blue Line ,Mississauga (YYZ),M,38
16358597,1,2, $110.95 , Blue Line ,Scarborough (Birch Cliff),M,30
13194093,1,1, $64.05 , Club Glass ,Downtown Toronto (Richmond/Adelaide/King),M,41
16231167,1,3, $45.71 , Family Zone ,Downtown Toronto (CN Tower),M,68
17729918,1,4, $154.29 , Attacking Corner ,Hamilton (Southam / Bonnington / Yeoville / Kernighan),M,66
16130401,1,2, $47.62 , Family Zone ,Scarborough (Malvern),M,53
13035949,1,2, $47.62 , Family Zone ,Downtown Toronto (Christie),M,26
16600906,1,2, $58.57 , Defensive Ends ,Downtown Toronto (Garden District),M,36
