Event Name,Game Day,Game Day of Wk,Section,Row,Seat Qty,Acc #,Sale Date,Section Name,Promo Code,Comp,Current Block Price,Sale Day,Net Revenue,,
TML1204,2023-12-04,Mon,103,7,2,1697241,2023-08-31,Family Zone,,N,32.00,Thu,30.48,,
TML1204,2023-12-04,Mon,103,17,7,15933960,2023-10-17,Family Zone,,N,112.00,Tue,106.67,,
TML1204,2023-12-04,Mon,103,8,3,15791616,2023-10-01,Family Zone,,N,48.00,Sun,45.71,,
TML1204,2023-12-04,Mon,103,8,1,13236044,2023-08-31,Family Zone,,N,16.00,Thu,15.24,,
TML1204,2023-12-04,Mon,103,10,3,16231167,2023-11-13,Family Zone,,N,48.00,Mon,45.71,,
TML1204,2023-12-04,Mon,103,12,2,16297475,2023-11-22,Family Zone,,N,32.00,Wed,30.48,,
TML1204,2023-12-04,Mon,103,7,2,16231925,2023-11-13,Family Zone,,N,32.00,Mon,30.48,,
TML1204,2023-12-04,Mon,103,7,3,13274003,2023-11-01,Family Zone,,N,48.00,Wed,45.71,,
TML1204,2023-12-04,Mon,103,10,3,13208320,2023-11-18,Family Zone,,N,48.00,Sat,45.71,,
TML1204,2023-12-04,Mon,103,18,1,14341214,2023-12-01,Family Zone,,Y,0.00,Fri,0.00,,
TML1204,2023-12-04,Mon,103,18,1,14341214,2023-12-01,Family Zone,,Y,0.00,Fri,0.00,,
TML1204,2023-12-04,Mon,103,18,1,14341214,2023-12-01,Family Zone,,Y,0.00,Fri,0.00,,
TML1204,2023-12-04,Mon,103,18,1,14341214,2023-12-01,Family Zone,,Y,0.00,Fri,0.00,,
TML1204,2023-12-04,Mon,103,11,4,14023211,2023-11-27,Family Zone,,N,64.00,Mon,60.95,,
TML1204,2023-12-04,Mon,103,14,7,16322795,2023-11-26,Family Zone,,N,112.00,Sun,106.67,,
TML1204,2023-12-04,Mon,103,11,3,16231147,2023-11-13,Family Zone,,N,48.00,Mon,45.71,,
TML1204,2023-12-04,Mon,103,12,5,16217430,2023-11-11,Family Zone,,N,80.00,Sat,76.19,,
TML1204,2023-12-04,Mon,103,12,4,13346717,2023-11-11,Family Zone,,N,64.00,Sat,60.95,,
TML1204,2023-12-04,Mon,103,9,4,13122449,2023-10-07,Family Zone,,N,64.00,Sat,60.95,,
TML1204,2023-12-04,Mon,103,16,5,13046946,2023-09-02,Family Zone,,N,80.00,Sat,76.19,,
TML1204,2023-12-04,Mon,103,13,5,8184832,2023-09-11,Family Zone,,N,80.00,Mon,76.19,,
TML1204,2023-12-04,Mon,103,8,3,728533,2023-08-30,Family Zone,,N,48.00,Wed,45.71,,
TML1204,2023-12-04,Mon,103,11,3,4888738,2023-11-21,Family Zone,,N,48.00,Tue,45.71,,
TML1204,2023-12-04,Mon,103,20,1,10009778,2023-12-01,Family Zone,,Y,0.00,Fri,0.00,,
TML1204,2023-12-04,Mon,103,20,1,10009778,2023-12-01,Family Zone,,Y,0.00,Fri,0.00,,
TML1204,2023-12-04,Mon,103,20,1,10009778,2023-12-01,Family Zone,,Y,0.00,Fri,0.00,,
TML1204,2023-12-04,Mon,103,20,1,10009778,2023-12-01,Family Zone,,Y,0.00,Fri,0.00,,
TML1204,2023-12-04,Mon,103,15,2,16336104,2023-11-28,Family Zone,,N,32.00,Tue,30.48,,
TML1204,2023-12-04,Mon,103,10,2,2080143,2023-09-02,Family Zone,,N,32.00,Sat,30.48,,
TML1204,2023-12-04,Mon,103,9,4,7902118,2023-11-26,Family Zone,,N,64.00,Sun,60.95,,
TML1204,2023-12-04,Mon,103,7,6,16035694,2023-11-09,Family Zone,,N,96.00,Thu,91.43,,
TML1204,2023-12-04,Mon,103,21,1,6918009,2023-12-01,Family Zone,,Y,0.00,Fri,0.00,,
TML1204,2023-12-04,Mon,103,21,1,6918009,2023-12-01,Family Zone,,Y,0.00,Fri,0.00,,
TML1204,2023-12-04,Mon,103,21,1,6918009,2023-12-01,Family Zone,,Y,0.00,Fri,0.00,,
TML1204,2023-12-04,Mon,103,21,1,6918009,2023-12-01,Family Zone,,Y,0.00,Fri,0.00,,
TML1204,2023-12-04,Mon,103,18,1,14108454,2023-12-01,Family Zone,,Y,0.00,Fri,0.00,,
TML1204,2023-12-04,Mon,103,18,1,14108454,2023-12-01,Family Zone,,Y,0.00,Fri,0.00,,
TML1204,2023-12-04,Mon,103,18,1,14108454,2023-12-01,Family Zone,,Y,0.00,Fri,0.00,,
TML1204,2023-12-04,Mon,103,18,1,14108454,2023-12-01,Family Zone,,Y,0.00,Fri,0.00,,
TML1204,2023-12-04,Mon,103,13,6,16344145,2023-11-29,Family Zone,,N,96.00,Wed,91.43,,
TML1204,2023-12-04,Mon,103,8,3,15797850,2023-10-02,Family Zone,,N,48.00,Mon,45.71,,
TML1204,2023-12-04,Mon,103,10,5,14217604,2023-10-19,Family Zone,,N,80.00,Thu,76.19,,
TML1204,2023-12-04,Mon,103,10,2,15772820,2023-09-29,Family Zone,,N,32.00,Fri,30.48,,
TML1204,2023-12-04,Mon,103,21,1,15616583,2023-12-01,Family Zone,,Y,0.00,Fri,0.00,,
TML1204,2023-12-04,Mon,103,21,1,15616583,2023-12-01,Family Zone,,Y,0.00,Fri,0.00,,
TML1204,2023-12-04,Mon,103,21,1,15616583,2023-12-01,Family Zone,,Y,0.00,Fri,0.00,,
TML1204,2023-12-04,Mon,103,21,1,15616583,2023-12-01,Family Zone,,Y,0.00,Fri,0.00,,
TML1204,2023-12-04,Mon,103,19,1,249,2023-12-01,Family Zone,,Y,0.00,Fri,0.00,,
TML1204,2023-12-04,Mon,103,19,1,249,2023-12-01,Family Zone,,Y,0.00,Fri,0.00,,
TML1204,2023-12-04,Mon,103,19,1,249,2023-12-01,Family Zone,,Y,0.00,Fri,0.00,,
TML1204,2023-12-04,Mon,103,19,1,249,2023-12-01,Family Zone,,Y,0.00,Fri,0.00,,
TML1204,2023-12-04,Mon,103,13,4,10509385,2023-10-11,Family Zone,,N,64.00,Wed,60.95,,
TML1204,2023-12-04,Mon,103,10,2,2646529,2023-09-01,Family Zone,,N,32.00,Fri,30.48,,
TML1204,2023-12-04,Mon,103,10,2,2646529,2023-09-01,Family Zone,,N,32.00,Fri,30.48,,
TML1204,2023-12-04,Mon,103,18,1,15145547,2023-12-01,Family Zone,,Y,0.00,Fri,0.00,,
TML1204,2023-12-04,Mon,103,18,1,15145547,2023-12-01,Family Zone,,Y,0.00,Fri,0.00,,
TML1204,2023-12-04,Mon,103,18,1,15145547,2023-12-01,Family Zone,,Y,0.00,Fri,0.00,,
TML1204,2023-12-04,Mon,103,18,1,15145547,2023-12-01,Family Zone,,Y,0.00,Fri,0.00,,
TML1204,2023-12-04,Mon,103,15,2,10658627,2023-11-24,Family Zone,,N,32.00,Fri,30.48,,
TML1204,2023-12-04,Mon,103,14,5,16353254,2023-11-29,Family Zone,,N,80.00,Wed,76.19,,
TML1204,2023-12-04,Mon,104,10,1,16397486,2023-12-04,Defensive Ends,,N,30.75,Mon,29.29,,
TML1204,2023-12-04,Mon,104,12,2,8899584,2023-11-23,Defensive Ends,,N,61.50,Thu,58.57,,
TML1204,2023-12-04,Mon,104,13,2,4427686,2023-09-02,Defensive Ends,,N,61.50,Sat,58.57,,
TML1204,2023-12-04,Mon,104,9,2,6369198,2023-12-04,Defensive Ends,,N,61.50,Mon,58.57,,
TML1204,2023-12-04,Mon,104,10,4,3213349,2023-10-17,Defensive Ends,,N,143.00,Tue,136.19,,
TML1204,2023-12-04,Mon,104,16,1,16397113,2023-12-04,Defensive Corner - Upper,,N,24.75,Mon,23.57,,
TML1204,2023-12-04,Mon,104,16,1,16397230,2023-12-04,Defensive Corner - Upper,,N,24.75,Mon,23.57,,
TML1204,2023-12-04,Mon,104,16,1,16397773,2023-12-04,Defensive Corner - Upper,,N,24.75,Mon,23.57,,
TML1204,2023-12-04,Mon,104,16,1,16397970,2023-12-04,Defensive Corner - Upper,,N,24.75,Mon,23.57,,
TML1204,2023-12-04,Mon,104,16,1,16397970,2023-12-04,Defensive Corner - Upper,,N,24.75,Mon,23.57,,
TML1204,2023-12-04,Mon,104,19,1,321,2023-12-01,Defensive Corner - Upper,,Y,0.00,Fri,0.00,,
TML1204,2023-12-04,Mon,104,19,1,154527,2023-12-01,Defensive Corner - Upper,,Y,0.00,Fri,0.00,,
TML1204,2023-12-04,Mon,104,19,1,154527,2023-12-01,Defensive Corner - Upper,,Y,0.00,Fri,0.00,,
TML1204,2023-12-04,Mon,104,19,1,154527,2023-12-01,Defensive Corner - Upper,,Y,0.00,Fri,0.00,,
TML1204,2023-12-04,Mon,104,19,1,154527,2023-12-01,Defensive Corner - Upper,,Y,0.00,Fri,0.00,,
TML1204,2023-12-04,Mon,104,19,1,321,2023-12-01,Defensive Corner - Upper,,Y,0.00,Fri,0.00,,
TML1204,2023-12-04,Mon,104,19,1,321,2023-12-01,Defensive Corner - Upper,,Y,0.00,Fri,0.00,,
TML1204,2023-12-04,Mon,104,19,1,321,2023-12-01,Defensive Corner - Upper,,Y,0.00,Fri,0.00,,
TML1204,2023-12-04,Mon,104,18,1,323,2023-12-01,Defensive Corner - Upper,,Y,0.00,Fri,0.00,,
TML1204,2023-12-04,Mon,104,18,1,323,2023-12-01,Defensive Corner - Upper,,Y,0.00,Fri,0.00,,
TML1204,2023-12-04,Mon,104,18,1,323,2023-12-01,Defensive Corner - Upper,,Y,0.00,Fri,0.00,,
TML1204,2023-12-04,Mon,104,18,1,323,2023-12-01,Defensive Corner - Upper,,Y,0.00,Fri,0.00,,
TML1204,2023-12-04,Mon,104,18,1,13501458,2023-12-01,Defensive Corner - Upper,,Y,0.00,Fri,0.00,,
TML1204,2023-12-04,Mon,104,18,1,13501458,2023-12-01,Defensive Corner - Upper,,Y,0.00,Fri,0.00,,
TML1204,2023-12-04,Mon,104,18,1,13501458,2023-12-01,Defensive Corner - Upper,,Y,0.00,Fri,0.00,,
TML1204,2023-12-04,Mon,104,18,1,13501458,2023-12-01,Defensive Corner - Upper,,Y,0.00,Fri,0.00,,
TML1204,2023-12-04,Mon,104,18,1,16132514,2023-12-01,Defensive Corner - Upper,,Y,0.00,Fri,0.00,,
TML1204,2023-12-04,Mon,104,18,1,16132514,2023-12-01,Defensive Corner - Upper,,Y,0.00,Fri,0.00,,
TML1204,2023-12-04,Mon,104,18,1,16132514,2023-12-01,Defensive Corner - Upper,,Y,0.00,Fri,0.00,,
TML1204,2023-12-04,Mon,104,18,1,16132514,2023-12-01,Defensive Corner - Upper,,Y,0.00,Fri,0.00,,
TML1204,2023-12-04,Mon,104,18,1,13521847,2023-12-01,Defensive Corner - Upper,,Y,0.00,Fri,0.00,,
TML1204,2023-12-04,Mon,104,18,1,13521847,2023-12-01,Defensive Corner - Upper,,Y,0.00,Fri,0.00,,
TML1204,2023-12-04,Mon,104,18,1,13521847,2023-12-01,Defensive Corner - Upper,,Y,0.00,Fri,0.00,,
TML1204,2023-12-04,Mon,104,18,1,13521847,2023-12-01,Defensive Corner - Upper,,Y,0.00,Fri,0.00,,
TML1204,2023-12-04,Mon,104,18,1,8792259,2023-12-01,Defensive Corner - Upper,,Y,0.00,Fri,0.00,,
TML1204,2023-12-04,Mon,104,18,1,8792259,2023-12-01,Defensive Corner - Upper,,Y,0.00,Fri,0.00,,
TML1204,2023-12-04,Mon,104,18,1,8792259,2023-12-01,Defensive Corner - Upper,,Y,0.00,Fri,0.00,,
TML1204,2023-12-04,Mon,104,18,1,8792259,2023-12-01,Defensive Corner - Upper,,Y,0.00,Fri,0.00,,
TML1204,2023-12-04,Mon,104,16,1,13537520,2023-12-04,Defensive Corner - Upper,,N,24.75,Mon,23.57,,
TML1204,2023-12-04,Mon,105,1,1,16395138,2023-10-25,Club Glass,,N,67.25,Wed,64.05,,
TML1204,2023-12-04,Mon,105,10,2,11892835,2023-12-04,Defensive Ends,,N,61.50,Mon,58.57,,
TML1204,2023-12-04,Mon,105,9,1,15122756,2023-12-04,Defensive Ends,,Y,0.00,Mon,0.00,,
TML1204,2023-12-04,Mon,105,5,4,10057868,2023-09-29,Defensive Ends,,N,123.00,Fri,117.14,,
TML1204,2023-12-04,Mon,105,19,1,16397625,2023-12-04,Defensive Corner - Upper,,N,24.75,Mon,23.57,,
TML1204,2023-12-04,Mon,105,19,1,16397625,2023-12-04,Defensive Corner - Upper,,N,24.75,Mon,23.57,,
TML1204,2023-12-04,Mon,105,19,1,16397528,2023-12-04,Defensive Corner - Upper,,N,24.75,Mon,23.57,,
TML1204,2023-12-04,Mon,105,17,1,16397342,2023-12-04,Defensive Corner - Upper,,N,24.75,Mon,23.57,,
TML1204,2023-12-04,Mon,105,17,1,16397342,2023-12-04,Defensive Corner - Upper,,N,24.75,Mon,23.57,,
TML1204,2023-12-04,Mon,105,18,1,11771829,2023-12-04,Defensive Corner - Upper,,N,24.75,Mon,23.57,,
TML1204,2023-12-04,Mon,105,18,2,13755401,2023-12-04,Defensive Corner - Upper,,N,49.50,Mon,47.14,,
TML1204,2023-12-04,Mon,105,17,2,5807385,2023-11-15,Defensive Corner - Upper,,N,49.50,Wed,47.14,,
TML1204,2023-12-04,Mon,106,2,4,16369876,2023-12-01,Defensive Ends,,N,123.00,Fri,117.14,,
TML1204,2023-12-04,Mon,106,6,2,16396225,2023-12-04,Defensive Ends,,N,61.50,Mon,58.57,,
TML1204,2023-12-04,Mon,106,7,1,16363584,2023-12-04,Defensive Ends,,N,30.75,Mon,29.29,,
TML1204,2023-12-04,Mon,106,7,2,16363584,2023-12-01,Defensive Ends,,N,61.50,Fri,58.57,,
TML1204,2023-12-04,Mon,106,2,3,10222436,2023-12-04,Defensive Ends,,N,92.25,Mon,87.86,,
TML1204,2023-12-04,Mon,106,5,1,13235110,2023-08-31,Defensive Ends,,N,30.75,Thu,29.29,,
TML1204,2023-12-04,Mon,106,4,1,13235110,2023-08-31,Defensive Ends,,N,30.75,Thu,29.29,,
TML1204,2023-12-04,Mon,106,7,2,5114200,2023-11-27,Defensive Ends,,N,61.50,Mon,58.57,,
TML1204,2023-12-04,Mon,106,7,3,15244959,2023-12-04,Defensive Ends,,N,92.25,Mon,87.86,,
TML1204,2023-12-04,Mon,106,3,2,9444461,2023-12-03,Defensive Ends,,N,61.50,Sun,58.57,,
TML1204,2023-12-04,Mon,106,19,1,16397679,2023-12-04,Defensive Corner - Upper,,N,24.75,Mon,23.57,,
TML1204,2023-12-04,Mon,106,19,1,16397679,2023-12-04,Defensive Corner - Upper,,N,24.75,Mon,23.57,,
TML1204,2023-12-04,Mon,106,18,1,16397479,2023-12-04,Defensive Corner - Upper,,N,24.75,Mon,23.57,,
TML1204,2023-12-04,Mon,106,18,1,16397479,2023-12-04,Defensive Corner - Upper,,N,24.75,Mon,23.57,,
TML1204,2023-12-04,Mon,106,17,2,16397284,2023-12-04,Defensive Corner - Upper,,N,49.50,Mon,47.14,,
TML1204,2023-12-04,Mon,106,17,1,16396975,2023-12-04,Defensive Corner - Upper,,N,24.75,Mon,23.57,,
TML1204,2023-12-04,Mon,106,17,1,16397591,2023-12-04,Defensive Corner - Upper,,N,24.75,Mon,23.57,,
TML1204,2023-12-04,Mon,106,17,1,16397601,2023-12-04,Defensive Corner - Upper,,N,24.75,Mon,23.57,,
TML1204,2023-12-04,Mon,106,17,1,16398110,2023-12-04,Defensive Corner - Upper,,N,24.75,Mon,23.57,,
TML1204,2023-12-04,Mon,106,17,1,16398110,2023-12-04,Defensive Corner - Upper,,N,24.75,Mon,23.57,,
TML1204,2023-12-04,Mon,106,16,1,16396830,2023-12-04,Defensive Corner - Upper,,N,24.75,Mon,23.57,,
TML1204,2023-12-04,Mon,106,16,1,16396827,2023-12-04,Defensive Corner - Upper,,N,24.75,Mon,23.57,,
TML1204,2023-12-04,Mon,106,18,1,13889365,2023-12-03,Defensive Corner - Upper,,N,24.75,Sun,23.57,,
TML1204,2023-12-04,Mon,106,18,2,16394244,2023-12-03,Defensive Corner - Upper,,N,49.50,Sun,47.14,,
TML1204,2023-12-04,Mon,106,18,1,16396145,2023-12-04,Defensive Corner - Upper,,N,24.75,Mon,23.57,,
TML1204,2023-12-04,Mon,106,17,3,12845099,2023-12-04,Defensive Corner - Upper,,N,74.25,Mon,70.71,,
TML1204,2023-12-04,Mon,106,16,2,16376394,2023-12-02,Defensive Corner - Upper,,N,49.50,Sat,47.14,,
TML1204,2023-12-04,Mon,106,18,8,4126856,2023-11-05,Defensive Corner - Upper,,N,198.00,Sun,188.57,,
TML1204,2023-12-04,Mon,106,17,6,16394545,2023-12-03,Defensive Corner - Upper,,N,148.50,Sun,141.43,,
TML1204,2023-12-04,Mon,106,18,2,13205466,2023-12-04,Defensive Corner - Upper,,N,49.50,Mon,47.14,,
TML1204,2023-12-04,Mon,106,20,3,3871402,2023-12-02,Defensive Corner - Upper,,N,74.25,Sat,70.71,,
TML1204,2023-12-04,Mon,106,17,3,13140128,2023-12-02,Defensive Corner - Upper,,N,74.25,Sat,70.71,,
TML1204,2023-12-04,Mon,106,16,1,4561652,2023-12-03,Defensive Corner - Upper,,N,24.75,Sun,23.57,,
TML1204,2023-12-04,Mon,106,17,2,9068469,2023-12-04,Defensive Corner - Upper,,N,49.50,Mon,47.14,,
TML1204,2023-12-04,Mon,106,17,3,7923413,2023-12-04,Defensive Corner - Upper,,N,74.25,Mon,70.71,,
TML1204,2023-12-04,Mon,106,16,4,7069533,2023-12-03,Defensive Corner - Upper,,N,99.00,Sun,94.29,,
TML1204,2023-12-04,Mon,106,16,4,16295835,2023-11-22,Defensive Corner - Upper,,N,99.00,Wed,94.29,,
TML1204,2023-12-04,Mon,106,16,2,13382381,2023-12-01,Defensive Corner - Upper,,N,49.50,Fri,47.14,,
TML1204,2023-12-04,Mon,107,2,2,14217034,2023-12-04,Defensive Ends,,N,61.50,Mon,58.57,,
TML1204,2023-12-04,Mon,107,14,1,16397652,2023-12-04,Defensive Ends,,Y,0.00,Mon,0.00,,
TML1204,2023-12-04,Mon,107,14,1,16397652,2023-12-04,Defensive Ends,,Y,0.00,Mon,0.00,,
TML1204,2023-12-04,Mon,107,14,1,16397652,2023-12-04,Defensive Ends,,Y,0.00,Mon,0.00,,
TML1204,2023-12-04,Mon,107,2,2,11396418,2023-11-30,Defensive Ends,,N,61.50,Thu,58.57,,
TML1204,2023-12-04,Mon,107,8,4,16266607,2023-11-14,Defensive Ends,,N,123.00,Tue,117.14,,
TML1204,2023-12-04,Mon,107,8,3,12624052,2023-11-09,Defensive Ends,,N,92.25,Thu,87.86,,
TML1204,2023-12-04,Mon,107,3,3,7339125,2023-08-30,Defensive Ends,,N,92.25,Wed,87.86,,
TML1204,2023-12-04,Mon,107,4,2,16343447,2023-12-04,Defensive Ends,,N,61.50,Mon,58.57,,
TML1204,2023-12-04,Mon,107,2,3,16234107,2023-11-14,Defensive Ends,,N,92.25,Tue,87.86,,
TML1204,2023-12-04,Mon,107,3,1,16397029,2023-12-04,Defensive Ends,,N,30.75,Mon,29.29,,
TML1204,2023-12-04,Mon,107,6,2,15654350,2023-12-04,Defensive Ends,,N,61.50,Mon,58.57,,
TML1204,2023-12-04,Mon,107,2,2,15654350,2023-09-18,Defensive Ends,,N,61.50,Mon,58.57,,
TML1204,2023-12-04,Mon,107,11,2,14775592,2023-12-04,Defensive Ends,,N,61.50,Mon,58.57,,
TML1204,2023-12-04,Mon,107,12,3,14165476,2023-11-29,Defensive Ends,,N,92.25,Wed,87.86,,
TML1204,2023-12-04,Mon,107,12,1,12492806,2023-11-26,Defensive Ends,,N,30.75,Sun,29.29,,
TML1204,2023-12-04,Mon,107,8,4,16260493,2023-11-18,Defensive Ends,,N,123.00,Sat,117.14,,
TML1204,2023-12-04,Mon,107,4,4,15801046,2023-10-02,Defensive Ends,,N,123.00,Mon,117.14,,
TML1204,2023-12-04,Mon,107,10,4,16302355,2023-11-23,Defensive Ends,,N,123.00,Thu,117.14,,
TML1204,2023-12-04,Mon,107,18,4,16290872,2023-11-21,Defensive Ends,,N,123.00,Tue,117.14,,
TML1204,2023-12-04,Mon,107,10,3,14878629,2023-08-30,Defensive Ends,,N,92.25,Wed,87.86,,
TML1204,2023-12-04,Mon,107,16,4,12261139,2023-11-27,Defensive Ends,,N,123.00,Mon,117.14,,
TML1204,2023-12-04,Mon,107,5,2,8188430,2023-11-19,Defensive Ends,,N,61.50,Sun,58.57,,
TML1204,2023-12-04,Mon,107,8,2,7320899,2023-09-14,Defensive Ends,,N,61.50,Thu,58.57,,
TML1204,2023-12-04,Mon,107,4,4,8449819,2023-10-09,Defensive Ends,,N,123.00,Mon,117.14,,
TML1204,2023-12-04,Mon,107,3,4,15797237,2023-10-01,Defensive Ends,,N,123.00,Sun,117.14,,
TML1204,2023-12-04,Mon,107,10,2,16397380,2023-12-04,Defensive Ends,,N,61.50,Mon,58.57,,
TML1204,2023-12-04,Mon,107,6,3,8650046,2023-11-16,Defensive Ends,,N,92.25,Thu,87.86,,
TML1204,2023-12-04,Mon,107,12,3,5979625,2023-11-26,Defensive Ends,,N,92.25,Sun,87.86,,
TML1204,2023-12-04,Mon,107,5,2,13750006,2023-09-30,Defensive Ends,,N,61.50,Sat,58.57,,
TML1204,2023-12-04,Mon,107,7,3,13659391,2023-11-20,Defensive Ends,,N,92.25,Mon,87.86,,
TML1204,2023-12-04,Mon,107,18,2,734924,2023-09-13,Defensive Ends,,N,61.50,Wed,58.57,,
TML1204,2023-12-04,Mon,108,1,1,15662505,2023-11-23,Club Glass,,N,67.25,Thu,64.05,,
TML1204,2023-12-04,Mon,108,1,1,14427010,2023-11-23,Club Glass,,N,67.25,Thu,64.05,,
TML1204,2023-12-04,Mon,108,12,1,16396200,2023-12-04,Blue Line,,Y,0.00,Mon,0.00,,
TML1204,2023-12-04,Mon,108,12,1,16396200,2023-12-04,Blue Line,,Y,0.00,Mon,0.00,,
TML1204,2023-12-04,Mon,108,12,1,16396200,2023-12-04,Blue Line,,Y,0.00,Mon,0.00,,
TML1204,2023-12-04,Mon,108,12,1,16396200,2023-12-04,Blue Line,,Y,0.00,Mon,0.00,,
TML1204,2023-12-04,Mon,108,11,1,16397414,2023-12-04,Blue Line,,Y,0.00,Mon,0.00,,
TML1204,2023-12-04,Mon,108,11,1,16397414,2023-12-04,Blue Line,,Y,0.00,Mon,0.00,,
TML1204,2023-12-04,Mon,108,11,1,16397414,2023-12-04,Blue Line,,Y,0.00,Mon,0.00,,
TML1204,2023-12-04,Mon,108,11,1,16397414,2023-12-04,Blue Line,,Y,0.00,Mon,0.00,,
TML1204,2023-12-04,Mon,108,11,1,16397414,2023-12-04,Blue Line,,Y,0.00,Mon,0.00,,
TML1204,2023-12-04,Mon,108,11,1,16397414,2023-12-04,Blue Line,,Y,0.00,Mon,0.00,,
TML1204,2023-12-04,Mon,108,6,1,16386280,2023-12-03,Blue Line,,Y,0.00,Sun,0.00,,
TML1204,2023-12-04,Mon,108,6,1,16386280,2023-12-03,Blue Line,,Y,0.00,Sun,0.00,,
TML1204,2023-12-04,Mon,108,9,1,16375840,2023-12-02,Blue Line,,Y,0.00,Sat,0.00,,
TML1204,2023-12-04,Mon,108,9,1,16375840,2023-12-02,Blue Line,,Y,0.00,Sat,0.00,,
TML1204,2023-12-04,Mon,108,4,2,16315513,2023-09-19,Blue Line,,N,116.50,Tue,110.95,,
TML1204,2023-12-04,Mon,108,7,1,13077965,2023-12-02,Blue Line,,Y,0.00,Sat,0.00,,
TML1204,2023-12-04,Mon,108,7,1,13077965,2023-12-02,Blue Line,,Y,0.00,Sat,0.00,,
TML1204,2023-12-04,Mon,108,7,1,13077965,2023-12-02,Blue Line,,Y,0.00,Sat,0.00,,
TML1204,2023-12-04,Mon,108,7,1,13077965,2023-12-02,Blue Line,,Y,0.00,Sat,0.00,,
TML1204,2023-12-04,Mon,108,7,1,13077965,2023-12-02,Blue Line,,Y,0.00,Sat,0.00,,
TML1204,2023-12-04,Mon,108,7,1,13077965,2023-12-02,Blue Line,,Y,0.00,Sat,0.00,,
TML1204,2023-12-04,Mon,108,7,1,13077965,2023-12-02,Blue Line,,Y,0.00,Sat,0.00,,
TML1204,2023-12-04,Mon,108,12,1,407940,2023-11-14,Blue Line,,N,58.25,Tue,55.48,,
TML1204,2023-12-04,Mon,108,4,3,1852427,2023-10-20,Blue Line,,N,174.75,Fri,166.43,,
TML1204,2023-12-04,Mon,108,6,2,6107907,2023-11-19,Blue Line,,N,116.50,Sun,110.95,,
TML1204,2023-12-04,Mon,108,5,1,4357739,2023-11-30,Blue Line,,Y,0.00,Thu,0.00,,
TML1204,2023-12-04,Mon,108,5,1,4357739,2023-11-30,Blue Line,,Y,0.00,Thu,0.00,,
TML1204,2023-12-04,Mon,108,5,1,4357739,2023-11-30,Blue Line,,Y,0.00,Thu,0.00,,
TML1204,2023-12-04,Mon,108,5,1,4357739,2023-11-30,Blue Line,,Y,0.00,Thu,0.00,,
TML1204,2023-12-04,Mon,108,5,1,4357739,2023-11-30,Blue Line,,Y,0.00,Thu,0.00,,
TML1204,2023-12-04,Mon,108,5,1,4357739,2023-11-30,Blue Line,,Y,0.00,Thu,0.00,,
TML1204,2023-12-04,Mon,108,5,1,4357739,2023-11-30,Blue Line,,Y,0.00,Thu,0.00,,
TML1204,2023-12-04,Mon,108,16,2,7730666,2023-12-04,Blue Line,,N,116.50,Mon,110.95,,
TML1204,2023-12-04,Mon,108,6,5,13355829,2023-11-10,Blue Line,,N,291.25,Fri,277.38,,
TML1204,2023-12-04,Mon,108,13,1,5842276,2023-11-28,Blue Line,,N,52.09,Tue,49.61,,
TML1204,2023-12-04,Mon,109,10,3,7079184,2023-12-04,Club Platinum,,N,234.75,Mon,223.57,,
TML1204,2023-12-04,Mon,109,8,1,16397631,2023-12-04,Club Gold,,Y,0.00,Mon,0.00,,
TML1204,2023-12-04,Mon,109,8,1,16397631,2023-12-04,Club Gold,,Y,0.00,Mon,0.00,,
TML1204,2023-12-04,Mon,109,5,2,16380614,2023-12-02,Club Gold,,N,139.00,Sat,132.38,,
TML1204,2023-12-04,Mon,109,4,2,15900339,2023-10-13,Club Gold,,N,139.00,Fri,132.38,,
TML1204,2023-12-04,Mon,109,4,2,8968669,2023-11-20,Club Gold,,N,139.00,Mon,132.38,,
TML1204,2023-12-04,Mon,110,8,1,16397499,2023-12-04,Blue Line,,N,58.25,Mon,55.48,,
TML1204,2023-12-04,Mon,110,8,1,16397499,2023-12-04,Blue Line,,N,58.25,Mon,55.48,,
TML1204,2023-12-04,Mon,110,9,2,145826,2023-10-20,Blue Line,,N,116.50,Fri,110.95,,
TML1204,2023-12-04,Mon,111,8,1,16397339,2023-12-04,Attacking Corner,,N,40.50,Mon,38.57,,
TML1204,2023-12-04,Mon,111,3,1,16397750,2023-12-04,Attacking Corner,,N,40.50,Mon,38.57,,
TML1204,2023-12-04,Mon,111,10,5,14547881,2023-11-27,Attacking Corner,,N,202.50,Mon,192.86,,
TML1204,2023-12-04,Mon,111,13,2,10975127,2023-11-06,Attacking Corner,,N,81.00,Mon,77.14,,
TML1204,2023-12-04,Mon,111,2,5,6591499,2023-09-04,Attacking Corner,,N,202.50,Mon,192.86,,
TML1204,2023-12-04,Mon,111,4,2,13139916,2023-10-04,Attacking Corner,,N,81.00,Wed,77.14,,
TML1204,2023-12-04,Mon,111,13,6,4432673,2023-11-11,Attacking Corner,,N,243.00,Sat,231.43,,
TML1204,2023-12-04,Mon,111,8,1,13139699,2023-12-04,Attacking Corner,,N,33.81,Mon,32.20,,
TML1204,2023-12-04,Mon,112,11,1,16397641,2023-12-04,Attacking Corner,,N,40.50,Mon,38.57,,
TML1204,2023-12-04,Mon,112,11,1,16397641,2023-12-04,Attacking Corner,,N,40.50,Mon,38.57,,
